item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM_1D78BA57,ORD_BDE71C21,PROD_86BC9AC2,3,795.31,93.42
ITEM_80E123BF,ORD_E4353184,PROD_819851A7,5,706.65,53.39
ITEM_59CC2B95,ORD_81D568EF,PROD_8072218E,2,465.2,34.6
ITEM_8F065E2E,ORD_A41002B0,PROD_44EA40E8,5,624.0,97.61
ITEM_349110EF,ORD_7DCB0F49,PROD_3212DE70,4,628.32,38.97
ITEM_93A70CF0,ORD_95E2B02E,PROD_FC1D5B6F,2,435.09,99.85
ITEM_35763F51,ORD_E690CFD8,PROD_568C378B,8,177.94,31.32
ITEM_A6E3B7A7,ORD_1BB170AA,PROD_88AC6C96,3,476.32,83.11
ITEM_8B645FB0,ORD_4E0AADAC,PROD_837CF985,4,261.6,86.0
ITEM_4FDB8BD2,ORD_A149F394,PROD_A6ADA586,7,697.52,6.46
ITEM_CFCA77BB,ORD_2FACA51A,PROD_1CEC3A76,4,996.59,55.9
ITEM_6E17C3F2,ORD_FFF3CE57,PROD_6A203E72,8,883.83,10.16
ITEM_8EACDD6B,ORD_389C0DBE,PROD_BABDE39F,5,73.52,22.8
ITEM_76442684,ORD_70712CE5,PROD_8F75D8D5,6,361.5,55.63
ITEM_DC7801CA,ORD_3EEAC326,PROD_8D828B38,9,622.44,3.37
ITEM_8BE80F05,ORD_752EA660,PROD_A3DA82AF,4,972.05,94.51
ITEM_FF2B8C0C,ORD_011EF398,PROD_17B6F669,2,269.76,43.23
ITEM_239B0DF9,ORD_966F2E40,PROD_A1552CFC,-5,313.96,83.43
ITEM_9BC39D0B,ORD_2D0CCC5D,PROD_0D950DDD,8,720.65,93.73
ITEM_A2A4F2EA,ORD_6CC657B2,PROD_1A0DEE00,9,457.32,41.51
ITEM_CCAFE3C5,ORD_D9E2BA4B,PROD_EBE833B4,-3,661.3,54.84
ITEM_E11C60C8,ORD_C46F96DF,PROD_08C779C1,8,631.57,21.76
ITEM_C44535CC,ORD_E3D1EB35,PROD_04CEB81A,3,691.81,48.14
ITEM_59EBD55B,ORD_017D8213,PROD_C1BB4691,6,588.85,11.75
ITEM_6E2291E3,ORD_5C2B8992,PROD_E3880D2B,5,655.66,55.4
ITEM_A4C692E9,ORD_70E36D7E,PROD_F656A06C,4,167.42,33.26
ITEM_5560738C,ORD_06BA7405,PROD_32985588,7,205.88,62.26
ITEM_4B11D77D,ORD_C76B0EEC,PROD_99DBD9B0,10,198.97,22.84
ITEM_21DBB017,ORD_6E31CE43,PROD_6ABF1977,3,332.03,50.79
ITEM_4891CBDE,ORD_F36D8B19,PROD_E3880D2B,5,993.43,74.19
ITEM_5092EADB,ORD_408B3C78,PROD_FF52C6CD,1,790.31,46.69
ITEM_755B20BB,ORD_39172A8A,PROD_198D511C,7,808.3,55.53
ITEM_BB18758E,ORD_99780662,PROD_55F45045,9,152.24,94.53
ITEM_2E73A577,ORD_F8366B6B,PROD_13DD0411,1,704.73,63.35
ITEM_367B146A,ORD_AD1E618B,PROD_BA941827,7,609.14,34.94
ITEM_5F47AF52,ORD_018BDCDF,PROD_ED972053,2,984.19,71.31
ITEM_DC8BEF08,ORD_B230D7DF,PROD_F00320E7,10,192.38,34.59
ITEM_DCB4A38F,ORD_26275114,PROD_A843D5EA,2,190.2,0.52
ITEM_BA3CDBC5,ORD_A3B70323,PROD_D34881BD,10,306.06,7.1
ITEM_C44A59C1,ORD_AD1E618B,PROD_437B8629,9,910.37,31.1
ITEM_5923C770,ORD_826532FB,PROD_D92B2E77,6,976.34,57.75
ITEM_B3BD23ED,ORD_9D853B6E,PROD_1DEF64E8,7,635.98,74.91
ITEM_140F8A38,ORD_E142A95E,PROD_63AF3FD2,10,669.65,57.07
ITEM_B340B17E,ORD_6C84C8E4,PROD_BC9E051E,3,862.29,10.04
ITEM_210ED694,ORD_60A8B0C4,PROD_B8F9633E,-7,793.85,69.72
ITEM_7CAB269A,ORD_5F30F68A,PROD_E5CAA302,1,568.47,63.65
ITEM_598B9857,ORD_DCF1BC30,PROD_7AA8ADF5,1,689.0,23.31
ITEM_047934D5,ORD_D74148B6,PROD_145FB06E,5,87.83,36.28
ITEM_3604EAAE,ORD_87E05F23,PROD_53C13013,10,29.45,60.08
ITEM_4BC5B9C7,ORD_498709B6,PROD_C3BCA5F3,3,778.01,7.61
ITEM_2FEFC2BD,ORD_41DE7071,PROD_CFA8532E,4,523.41,57.21
ITEM_9AAF99A8,ORD_7B4E72FB,PROD_6F3C97D8,5,167.66,34.42
ITEM_C2E641D9,ORD_19EA5967,PROD_B304BE85,8,860.9,48.61
ITEM_9A431EF8,ORD_7B69C585,PROD_42160890,5,998.23,89.38
ITEM_24567D94,ORD_5C4B51BB,PROD_A3B0A16A,5,404.31,13.49
ITEM_83746299,ORD_8005114C,PROD_4ADBBD81,7,822.14,55.04
ITEM_16FF33E7,ORD_9C462185,PROD_CC0BAB29,1,949.99,79.76
ITEM_1A03244A,ORD_7A748962,PROD_A3CC8F9E,7,83.88,95.24
ITEM_C6500C81,ORD_98DA94CD,PROD_CC0BAB29,5,946.03,89.79
ITEM_CDDEA037,ORD_483962BA,PROD_B9F3327E,3,46.54,59.83
ITEM_326B8594,ORD_2B1310F3,PROD_E2D29A8E,4,973.82,95.61
ITEM_ABF598E7,ORD_1D83C0A1,PROD_D76B3C79,6,764.38,92.5
ITEM_53482A4D,ORD_BE1535F5,PROD_B8B14C3C,5,163.07,60.6
ITEM_7964E62E,ORD_A46BE2B0,PROD_DF2ACC05,4,924.04,95.11
ITEM_8B43FBE2,ORD_5ADD188E,PROD_015396EE,-4,441.67,41.22
ITEM_E15DBF80,ORD_457B2A8B,PROD_E6E1DBA7,3,693.59,3.83
ITEM_B390C4CA,ORD_2AB0DA89,PROD_B4621B7C,5,959.4,0.54
ITEM_40B40C32,ORD_46DD6486,PROD_698C9FA8,10,851.18,21.49
ITEM_AE1478F1,ORD_25BA0E48,PROD_EB3A37BB,4,61.45,51.41
ITEM_63C5589D,ORD_EE6F1263,PROD_1C4062E1,3,195.94,32.49
ITEM_DBAB6851,ORD_084C4922,PROD_2F8F8A54,1,678.97,89.05
ITEM_5F788C18,ORD_192DAC37,PROD_B51D2F2F,6,867.73,22.28
ITEM_6DB2BEC3,ORD_C7133083,PROD_31B9986D,6,731.81,17.76
ITEM_6AFD410D,ORD_0317C13B,PROD_B1EE175A,4,530.36,20.6
ITEM_15041F36,ORD_F2DED74A,PROD_B6722C88,-6,802.56,3.24
ITEM_3F11DC3A,ORD_19DAB0F5,PROD_3DAFA5B0,1,473.68,65.14
ITEM_052FAACE,ORD_495D4358,PROD_F10313C9,7,87.3,25.57
ITEM_36E30326,ORD_613B73AC,PROD_437B8629,1,634.39,62.58
ITEM_90B85498,ORD_63377EFD,PROD_D555AD09,2,651.3,66.69
ITEM_B3365A74,ORD_CA4BDD4A,PROD_25CC4B61,10,708.48,7.3
ITEM_6860609A,ORD_408B3C78,PROD_988C6734,3,282.77,99.59
ITEM_49166E85,ORD_554FB816,PROD_26C30295,8,863.39,59.11
ITEM_8068CB47,ORD_5EAF8178,PROD_352F6438,5,332.95,96.34
ITEM_740F7B05,ORD_44BDC5E1,PROD_3AC9F6F8,10,486.39,81.22
ITEM_1D137BBF,ORD_E85C51D9,PROD_290629EE,10,775.33,23.99
ITEM_0F19C3A9,ORD_1D83C0A1,PROD_2469BB89,3,91.29,97.4
ITEM_83E89BBE,ORD_DDCFB506,PROD_3A804B34,3,982.64,94.25
ITEM_5290A084,ORD_6C84C8E4,PROD_FD11B10B,9,58.58,28.17
ITEM_7A44D14E,ORD_5C1C06E2,PROD_A3CC8F9E,3,362.65,93.92
ITEM_BC3F485D,ORD_DFA53228,PROD_EE4B74C8,1,369.11,8.99
ITEM_3A0E75A9,ORD_526D3685,PROD_C7A14B2D,9,82.36,80.23
ITEM_60F4BBFE,ORD_5C759909,PROD_6A79B8CF,8,954.53,21.1
ITEM_9DFAB4A9,ORD_BFD4F2E0,PROD_FC1D5B6F,4,903.69,50.0
ITEM_E26836F5,ORD_12B81B39,PROD_352F6438,7,184.86,31.74
ITEM_637EA274,ORD_475B545C,PROD_B4B79BC0,9,166.76,48.35
ITEM_FAD965A3,ORD_8570D571,PROD_5DE8F93B,8,975.06,47.29
ITEM_23C04960,ORD_C6D79E7A,PROD_C1B88E8E,5,141.11,28.07
ITEM_8C544175,ORD_C4CEA668,PROD_EF1E90E8,5,989.05,93.82
ITEM_E4BC1A0E,ORD_638D43A4,PROD_A2F626A6,10,231.55,78.95
ITEM_2B7C2DD3,ORD_D329AA0E,PROD_85EE70C4,1,192.33,26.45
ITEM_32F1C6E9,ORD_0FA28F3B,PROD_B8A9BE75,3,192.34,68.59
ITEM_0CDC8083,ORD_221B5176,PROD_63768836,7,468.36,69.19
ITEM_1A4F2D51,ORD_8FB82BBF,PROD_EE093081,8,323.05,7.98
ITEM_2ABE85DB,ORD_6C84C8E4,PROD_6494FA22,3,333.14,21.81
ITEM_87AD21F5,ORD_A0D35C24,PROD_0B2B820F,7,927.16,93.61
ITEM_F4AFE2A1,ORD_2A48FDE9,PROD_BC9E051E,3,181.48,17.17
ITEM_CB54681C,ORD_13AE8BD2,PROD_5D60C409,9,596.36,48.5
ITEM_C7099C4B,ORD_ED6E9358,PROD_4919EDB1,10,444.85,32.07
ITEM_8E95270A,ORD_D6F6AF57,PROD_A08E3CCB,4,926.99,37.32
ITEM_8682ADC6,ORD_E4BFA7A7,PROD_4CA4A512,2,205.05,82.8
ITEM_23BA99CE,ORD_E21574FE,PROD_CC88160C,8,982.3,81.61
ITEM_0864EBBB,ORD_C3F8EAC1,PROD_63AF3FD2,6,994.02,65.76
ITEM_5835D486,ORD_8D2A2C3C,PROD_342930FF,6,906.75,27.0
ITEM_546DF526,ORD_51E7D2FD,PROD_5D60C409,1,508.21,79.38
ITEM_95FFAF46,ORD_831EF147,PROD_9379C793,7,915.36,78.27
ITEM_DBB5D297,ORD_DC67EDFA,PROD_1FA2EE7B,4,886.56,31.35
ITEM_7F9E05FF,ORD_E7183415,PROD_A577BEAB,1,562.9,1.54
ITEM_349409CC,ORD_BDBDF7BA,PROD_691578E3,2,905.83,17.66
ITEM_F6024A7A,ORD_01CC7015,PROD_CCE42FDB,2,38.61,58.46
ITEM_81BB0880,ORD_0CBA31A5,PROD_C3A768EF,8,679.79,50.59
ITEM_3583776E,ORD_A79E5EFE,PROD_2BDBAD9D,6,774.43,61.49
ITEM_E7EDBE09,ORD_DDF3B4EF,PROD_5F5B5AB3,7,255.93,9.14
ITEM_BD4F4E21,ORD_94673E18,PROD_FCD96402,5,14.25,56.89
ITEM_F20AECA4,ORD_221B5176,PROD_77FF94C9,1,778.69,26.16
ITEM_155F8C17,ORD_3E2C0DE8,PROD_3FDDDE17,6,532.38,27.06
ITEM_62899B3B,ORD_2CAED911,PROD_156C8828,6,551.12,95.43
ITEM_CB6F8731,ORD_0FE50C23,PROD_26B17524,7,963.96,40.27
ITEM_09963701,ORD_FB95FDCF,PROD_E5955AC8,10,147.27,53.93
ITEM_52A5498E,ORD_9D0B2012,PROD_26B17524,5,658.8,49.18
ITEM_02FC207A,ORD_EA96B564,PROD_2A8A1B22,6,817.38,27.26
ITEM_133AD330,ORD_99780662,PROD_25CC4B61,5,278.97,80.56
ITEM_3B65C9DD,ORD_A10183DC,PROD_FF52C6CD,3,979.59,65.94
ITEM_F5D2A54A,ORD_160DF7DD,PROD_1715E202,10,781.16,30.33
