product_id,product_name,category,subcategory,cost_price
PROD_7269CE34,Women Lite,Clothing,Women,172.01
PROD_E693C8DB,Fiction Model X,Books,Fiction,117.97
PROD_0D9FD454,Kitchen Lite,Home,Kitchen,324.1
PROD_BF314EB6,Bedding Max,Home,Bedding,184.77
PROD_6F63A578,Comics Pro,Books,Comics,16.44
PROD_BED3D316,Kids Lite,Clothing,Kids,44.63
PROD_8935AED5,SHOES MODEL X   ,Clothing,Shoes,239.23
PROD_7D30D278,Phones Max,Electronics,Phones,383.67
PROD_1D9D66E2,Phones Basic,Electronics,Phones,46.73
PROD_07BB15D7,Educational Pro,Books,Educational,145.67
PROD_8EC3548E,Women Ultra,Clothing,Women,19.14
PROD_4857031B,Kitchen Max,Home,Kitchen,487.62
PROD_7880F8C2,LIGHTING ADVANCED   ,Home,Lighting,271.95
PROD_D1C2B73D,Biography Advanced,Books,Biography,321.57
PROD_C7159A74,Kitchen Advanced,Home,Kitchen,403.33
PROD_6E7A8BC7,Educational Basic,Books,Educational,82.08
PROD_DB5E25BE,Phones Ultra,Electronics,Phones,424.73
PROD_E78DE94D,Kitchen Advanced,Home,Kitchen,345.45
PROD_4FBD7295,  comics basic  ,Books,Comics,150.0
PROD_23548429,Men Ultra,Clothing,Men,208.81
PROD_80E468F8,Comics Pro,Books,Comics,369.87
PROD_21A606F4,Comics Pro,Books,Comics,214.01
PROD_337E06AE,Activewear Max,Clothing,Activewear,308.54
PROD_B007207C,Kitchen Lite,Home,Kitchen,405.36
PROD_7DF1140A,  non-fiction max  ,Books,Non-Fiction,59.63
PROD_64D252B0,Biography Advanced,Books,Biography,313.26
PROD_82F6F03A,Kids Model X,Clothing,Kids,485.01
PROD_23EE80D3,Laptops Model X,Electronics,Laptops,66.89
PROD_4720EB7F,  fiction pro  ,Books,Fiction,112.51
PROD_27373A49,Educational Max,Books,Educational,498.99
PROD_6AC7D44B,FICTION BASIC   ,Books,Fiction,77.31
PROD_6ECF94E5,Bedding Model X,Home,Bedding,94.89
PROD_E8B1C43B,BEDDING MAX   ,Home,Bedding,358.77
PROD_BE45FD46,Comics Pro,Books,Comics,21.59
PROD_1C4EE8CD,Fiction Ultra,Books,Fiction,108.18
PROD_7AB4424B,Educational Basic,Books,Educational,365.48
PROD_6AD3A885,Accessories Advanced,Electronics,Accessories,103.37
PROD_97DD921A,Laptops Model X,Electronics,Laptops,219.91
PROD_EA8D6869,Laptops Max,Electronics,Laptops,64.23
PROD_B08B89BA,Men Model X,Clothing,Men,346.92
PROD_C49D9939,  kids max  ,Clothing,Kids,50.24
PROD_FCD7C4F6,Furniture Model X,Home,Furniture,81.19
PROD_A194C137,Laptops Advanced,Electronics,Laptops,490.93
PROD_6EAD091B,Bedding Lite,Home,Bedding,346.18
PROD_7F4D23BD,Decor Basic,Home,Decor,245.22
PROD_266B9FDF,Biography Basic,Books,Biography,247.6
PROD_F7B87120,Activewear Basic,Clothing,Activewear,236.86
PROD_267984E7,Men Ultra,Clothing,Men,151.36
PROD_8F53DCA5,Lighting Basic,Home,Lighting,389.08
PROD_FB22D9E3,Non-Fiction Model X,Books,Non-Fiction,185.22
PROD_90E0C4EF,KIDS LITE   ,Clothing,Kids,410.43
PROD_F4C76A71,Activewear Lite,Clothing,Activewear,277.98
PROD_52910EC3,Kitchen Advanced,Home,Kitchen,59.68
PROD_9E950AC9,Phones Max,Electronics,Phones,93.43
PROD_E91CBEEC,Laptops Model X,Electronics,Laptops,53.88
PROD_CD10E77E,Comics Ultra,Books,Comics,297.2
PROD_A1A72901,Accessories Pro,Electronics,Accessories,40.08
PROD_C836B409,SHOES MAX   ,Clothing,Shoes,35.05
PROD_62BD0617,Educational Max,Books,Educational,412.7
PROD_60C525B1,Lighting Model X,Home,Lighting,418.06
PROD_47559A53,LAPTOPS ULTRA   ,Electronics,Laptops,268.17
PROD_43F1CDFC,Women Ultra,Clothing,Women,287.16
PROD_682DE0E3,Activewear Lite,Clothing,Activewear,374.32
PROD_7B3B82D1,Bedding Lite,Home,Bedding,442.0
PROD_01F28F78,Women Ultra,Clothing,Women,172.07
PROD_40065366,Activewear Ultra,Clothing,Activewear,179.4
PROD_8201EE3C,Lighting Basic,Home,Lighting,209.11
PROD_CDAFEAE0,Educational Ultra,Books,Educational,275.08
PROD_23249BA6,Biography Lite,Books,Biography,481.02
PROD_F4BB7EB1,Comics Model X,Books,Comics,491.56
PROD_D130CA73,Cameras Pro,Electronics,Cameras,154.41
PROD_919A08F0,Decor Pro,Home,Decor,15.74
PROD_070839D1,Lighting Ultra,Home,Lighting,463.33
PROD_211B8BCC,Men Model X,Clothing,Men,82.27
PROD_9269544D,Kitchen Ultra,Home,Kitchen,131.84
PROD_757F2C87,Furniture Ultra,Home,Furniture,459.35
PROD_2DA5B629,Accessories Max,Electronics,Accessories,246.7
PROD_1E84E4F5,Cameras Lite,Electronics,Cameras,366.74
PROD_D1A4175C,FICTION MAX   ,Books,Fiction,177.23
PROD_474BD9C5,COMICS MAX   ,Books,Comics,375.1
PROD_68AE53AD,Tablets Model X,Electronics,Tablets,25.39
PROD_63A4E41A,Kids Ultra,Clothing,Kids,80.83
PROD_CCA91BD2,Comics Max,Books,Comics,254.84
PROD_866D042F,Shoes Basic,Clothing,Shoes,78.27
PROD_4BAC2850,Furniture Advanced,Home,Furniture,29.41
PROD_F2E78B2D,Educational Model X,Books,Educational,220.07
PROD_89A14521,Women Advanced,Clothing,Women,246.49
PROD_0A60516C,Activewear Ultra,Clothing,Activewear,264.5
PROD_E0F18781,Men Basic,Clothing,Men,165.09
PROD_5EAF8199,Phones Lite,Electronics,Phones,185.81
PROD_BC047526,Kids Basic,Clothing,Kids,16.98
PROD_E847D4E0,Decor Basic,Home,Decor,495.13
PROD_CBB80200,Biography Pro,Books,Biography,462.49
PROD_4975AB5A,Women Lite,Clothing,Women,380.08
PROD_AE57B30D,PHONES LITE   ,Electronics,Phones,463.73
PROD_228BDF5D,Furniture Basic,Home,Furniture,60.08
PROD_09609E2B,Comics Model X,Books,Comics,371.31
PROD_1C00FAEE,Women Ultra,Clothing,Women,133.04
PROD_EEF428FF,Biography Lite,Books,Biography,349.06
PROD_1872775D,Tablets Ultra,Electronics,Tablets,265.77
PROD_CCF3D587,Decor Model X,Home,Decor,395.65
PROD_452EFAAC,Furniture Advanced,Home,Furniture,9.13
PROD_5D03FC60,Educational Lite,Books,Educational,331.75
PROD_09C0B2D1,Phones Basic,Electronics,Phones,326.46
PROD_F963F4F4,Shoes Ultra,Clothing,Shoes,54.3
PROD_24420EE5,Bedding Max,Home,Bedding,48.57
PROD_579610C9,Activewear Advanced,Clothing,Activewear,357.67
PROD_860AC489,Laptops Ultra,Electronics,Laptops,247.52
PROD_92877A51,Men Basic,Clothing,Men,180.91
PROD_F9C0212A,Decor Ultra,Home,Decor,35.69
PROD_85D40F55,Bedding Max,Home,Bedding,472.35
PROD_68725FEC,Decor Pro,Home,Decor,199.46
PROD_FDAE7ACE,Men Lite,Clothing,Men,480.5
PROD_F44004F0,Shoes Pro,Clothing,Shoes,216.1
PROD_DC13AC27,Lighting Basic,Home,Lighting,70.23
PROD_980C1EF4,Activewear Ultra,Clothing,Activewear,105.14
PROD_D1E74518,Kids Lite,Clothing,Kids,264.28
PROD_0CEC8609,SHOES MAX   ,Clothing,Shoes,458.97
PROD_5E656911,Furniture Ultra,Home,Furniture,361.12
PROD_165C25C3,Kids Max,Clothing,Kids,364.9
PROD_826B1C79,Bedding Advanced,Home,Bedding,374.08
PROD_D36A0E3A,Decor Max,Home,Decor,70.12
PROD_29DBD51C,Cameras Ultra,Electronics,Cameras,285.69
PROD_762D8BA0,Activewear Pro,Clothing,Activewear,17.91
PROD_48A1F02C,Tablets Pro,Electronics,Tablets,304.33
PROD_837B77C2,Decor Max,Home,Decor,239.55
PROD_6F8A8E3B,WOMEN PRO   ,Clothing,Women,12.43
PROD_A754CD9B,Bedding Pro,Home,Bedding,494.18
PROD_652406C3,Men Pro,Clothing,Men,492.89
PROD_70D3D251,Educational Max,Books,Educational,127.16
PROD_0D710ACB,Fiction Ultra,Books,Fiction,193.29
PROD_12154197,Bedding Ultra,Home,Bedding,288.11
PROD_0F8ADBBF,Cameras Model X,Electronics,Cameras,414.37
PROD_4CC2651E,Laptops Ultra,Electronics,Laptops,492.0
PROD_5E3A5988,Cameras Advanced,Electronics,Cameras,317.17
PROD_48ECD1DE,Laptops Basic,Electronics,Laptops,442.78
PROD_39B60B65,Bedding Pro,Home,Bedding,308.5
PROD_758B38DC,Cameras Pro,Electronics,Cameras,324.82
PROD_1C67E729,Cameras Model X,Electronics,Cameras,294.8
PROD_52DF1BFA,Shoes Advanced,Clothing,Shoes,17.33
PROD_C5B98C19,Biography Lite,Books,Biography,441.86
PROD_DA7FCB3D,Accessories Basic,Electronics,Accessories,454.05
PROD_D093BF71,  men model x  ,Clothing,Men,184.66
PROD_74E1E65F,Biography Ultra,Books,Biography,192.45
PROD_B82B1B7C,Fiction Max,Books,Fiction,170.92
PROD_68EA523E,WOMEN MAX   ,Clothing,Women,30.4
PROD_48A11675,Kitchen Lite,Home,Kitchen,225.9
PROD_5AEA29A8,Men Pro,Clothing,Men,6.75
PROD_E694B085,Furniture Advanced,Home,Furniture,251.83
PROD_72DE2743,Cameras Advanced,Electronics,Cameras,296.49
PROD_23028D84,Comics Advanced,Books,Comics,302.6
PROD_1F8E3EAA,Laptops Ultra,Electronics,Laptops,316.17
PROD_EA4137B2,MEN PRO   ,Clothing,Men,23.18
PROD_199A2335,Cameras Max,Electronics,Cameras,168.9
PROD_57A23117,Phones Model X,Electronics,Phones,93.23
PROD_593EA97C,Lighting Lite,Home,Lighting,299.51
PROD_107DD4D3,Shoes Lite,Clothing,Shoes,466.08
PROD_C54C4A4C,Accessories Basic,Electronics,Accessories,192.57
PROD_98C173AD,Tablets Max,Electronics,Tablets,149.95
PROD_F08253A5,Men Lite,Clothing,Men,167.96
PROD_01C59816,Biography Pro,Books,Biography,307.97
PROD_B009B7F2,Cameras Lite,Electronics,Cameras,266.83
PROD_1D2A7F03,Tablets Lite,Electronics,Tablets,467.28
PROD_12E6D535,Bedding Ultra,Home,Bedding,133.53
PROD_8018892C,Decor Ultra,Home,Decor,262.25
PROD_FFBB7E42,Comics Max,Books,Comics,306.66
PROD_43CB18B5,  decor model x  ,Home,Decor,399.38
PROD_BCBE4C58,Activewear Advanced,Clothing,Activewear,170.23
PROD_DD41E7D7,Men Lite,Clothing,Men,144.41
PROD_885AE143,Accessories Basic,Electronics,Accessories,165.34
PROD_D23488B5,Phones Lite,Electronics,Phones,201.04
PROD_905AEEE3,Laptops Pro,Electronics,Laptops,172.28
PROD_841823D8,  comics max  ,Books,Comics,81.92
PROD_297C4E87,Biography Basic,Books,Biography,408.01
PROD_513501AE,Cameras Basic,Electronics,Cameras,340.71
PROD_917BB737,Laptops Ultra,Electronics,Laptops,400.77
PROD_9295D57C,Furniture Pro,Home,Furniture,20.43
PROD_48E25825,Biography Max,Books,Biography,304.82
PROD_05CFFBD7,Activewear Model X,Clothing,Activewear,377.01
PROD_134F74CE,Furniture Basic,Home,Furniture,251.04
PROD_31F2D36F,Kids Advanced,Clothing,Kids,154.8
PROD_32B5A63E,Decor Model X,Home,Decor,23.51
PROD_37B4088B,Men Advanced,Clothing,Men,400.52
PROD_F751EC04,Women Basic,Clothing,Women,367.56
PROD_16D4B5F9,Kitchen Pro,Home,Kitchen,53.63
PROD_5C2B1428,  women lite  ,Clothing,Women,433.08
PROD_C8234450,Phones Basic,Electronics,Phones,345.09
PROD_19426738,Accessories Advanced,Electronics,Accessories,56.04
PROD_1B710969,Furniture Ultra,Home,Furniture,321.23
PROD_0C647B98,Kids Pro,Clothing,Kids,141.94
PROD_37002361,  bedding lite  ,Home,Bedding,140.45
PROD_A4DCB447,Cameras Ultra,Electronics,Cameras,107.26
PROD_70FB2970,Lighting Basic,Home,Lighting,471.92
PROD_603F863C,Lighting Pro,Home,Lighting,159.13
PROD_C95A6D8C,  lighting advanced  ,Home,Lighting,452.13
PROD_351010F4,  phones advanced  ,Electronics,Phones,93.6
PROD_E2045D31,Biography Basic,Books,Biography,409.63
PROD_F3617311,TABLETS ULTRA   ,Electronics,Tablets,460.25
PROD_78CF6E11,Fiction Advanced,Books,Fiction,323.99
PROD_2901A2FE,Comics Pro,Books,Comics,76.14
PROD_28C3E599,Kitchen Advanced,Home,Kitchen,459.05
PROD_8C7F2916,Kitchen Advanced,Home,Kitchen,37.36
PROD_246412F4,Accessories Advanced,Electronics,Accessories,89.55
PROD_E0EC9D87,  lighting ultra  ,Home,Lighting,409.69
PROD_F508CF5D,Accessories Ultra,Electronics,Accessories,397.25
PROD_F462EF4F,Comics Ultra,Books,Comics,312.33
PROD_8FDA8D3B,  shoes advanced  ,Clothing,Shoes,348.56
PROD_7433D2E5,Comics Ultra,Books,Comics,274.54
PROD_8B087EA4,Women Lite,Clothing,Women,370.99
PROD_71BE2E6A,Fiction Ultra,Books,Fiction,166.06
PROD_AB231C36,Tablets Pro,Electronics,Tablets,205.87
PROD_F8D3B2CE,Cameras Max,Electronics,Cameras,167.07
PROD_B149A42F,Phones Pro,Electronics,Phones,444.19
PROD_2E917B54,LAPTOPS LITE   ,Electronics,Laptops,198.04
PROD_C0901A60,Non-Fiction Pro,Books,Non-Fiction,161.72
PROD_7B95E200,Bedding Lite,Home,Bedding,175.41
PROD_E3C81D2E,Cameras Model X,Electronics,Cameras,257.66
PROD_B62138B2,Kids Model X,Clothing,Kids,276.7
PROD_99B669FC,Phones Lite,Electronics,Phones,489.45
PROD_677276F5,  accessories max  ,Electronics,Accessories,297.13
PROD_3442656E,Bedding Advanced,Home,Bedding,274.83
PROD_63752EF8,Shoes Pro,Clothing,Shoes,195.37
PROD_E7E010E6,Bedding Pro,Home,Bedding,437.0
PROD_976AE4E4,  women model x  ,Clothing,Women,362.06
PROD_D20C035E,COMICS PRO   ,Books,Comics,210.85
PROD_C43F2B80,Biography Advanced,Books,Biography,229.93
PROD_0BBEE5D6,Biography Max,Books,Biography,180.88
PROD_E41A495A,  shoes ultra  ,Clothing,Shoes,366.8
PROD_5237DA58,Bedding Ultra,Home,Bedding,21.56
PROD_F5754E35,Cameras Advanced,Electronics,Cameras,61.02
PROD_0CE6349E,Fiction Pro,Books,Fiction,265.57
PROD_EEF904B1,BEDDING ULTRA   ,Home,Bedding,48.78
PROD_B4FDA46E,Fiction Lite,Books,Fiction,400.06
PROD_CD77597F,Lighting Model X,Home,Lighting,269.84
PROD_881BDD27,Tablets Advanced,Electronics,Tablets,237.27
PROD_76D2E30A,Bedding Basic,Home,Bedding,400.12
PROD_532A4C13,Decor Model X,Home,Decor,300.83
PROD_FE96DD1A,  lighting basic  ,Home,Lighting,88.69
PROD_67C7DB66,Accessories Max,Electronics,Accessories,18.51
PROD_FF60477A,Fiction Pro,Books,Fiction,426.47
PROD_D791F5E5,Kitchen Pro,Home,Kitchen,141.23
PROD_DE036E42,  furniture lite  ,Home,Furniture,297.93
PROD_641B8544,Shoes Basic,Clothing,Shoes,134.32
PROD_C8E9AFD7,Shoes Pro,Clothing,Shoes,431.7
PROD_058A807A,Furniture Pro,Home,Furniture,411.75
PROD_BE0C7D82,Comics Max,Books,Comics,332.03
PROD_75207526,Women Ultra,Clothing,Women,175.81
PROD_938C5F03,Furniture Model X,Home,Furniture,202.38
PROD_B7EA5ABA,Bedding Lite,Home,Bedding,461.62
PROD_31FAC8B9,Shoes Lite,Clothing,Shoes,239.92
PROD_4C5483F1,Activewear Max,Clothing,Activewear,147.95
PROD_C27D4F9F,Comics Lite,Books,Comics,267.48
PROD_1147CE6A,Phones Ultra,Electronics,Phones,478.31
PROD_8ABC9816,Biography Lite,Books,Biography,170.81
PROD_A8B06F18,Furniture Basic,Home,Furniture,198.62
PROD_BBCEB73A,Activewear Max,Clothing,Activewear,172.02
PROD_97BDAAFB,  kids ultra  ,Clothing,Kids,38.64
PROD_52306B3A,  fiction ultra  ,Books,Fiction,113.61
PROD_54D9C0D4,KITCHEN PRO   ,Home,Kitchen,33.16
PROD_637D6F9E,ACTIVEWEAR LITE   ,Clothing,Activewear,47.76
PROD_55C571AF,Shoes Lite,Clothing,Shoes,325.71
PROD_EE6A1A3C,Men Lite,Clothing,Men,150.81
PROD_F700CAA8,Tablets Basic,Electronics,Tablets,347.65
PROD_C0B9998A,Kitchen Pro,Home,Kitchen,142.26
PROD_1B453576,Tablets Advanced,Electronics,Tablets,34.73
PROD_7A8F8E3C,DECOR ADVANCED   ,Home,Decor,104.33
PROD_1D7BF9A1,Non-Fiction Lite,Books,Non-Fiction,76.22
PROD_69268D02,Non-Fiction Ultra,Books,Non-Fiction,456.74
PROD_D324AA67,FURNITURE MODEL X   ,Home,Furniture,129.05
PROD_377CD2B4,FICTION ADVANCED   ,Books,Fiction,466.78
PROD_8B8C1776,Educational Pro,Books,Educational,452.79
PROD_90635AF6,Cameras Lite,Electronics,Cameras,247.89
PROD_9C71F2F7,Comics Max,Books,Comics,407.08
PROD_B0E949DF,CAMERAS PRO   ,Electronics,Cameras,409.9
PROD_633B4413,Fiction Ultra,Books,Fiction,495.84
PROD_58626E3F,KITCHEN ADVANCED   ,Home,Kitchen,325.3
PROD_439D163F,Lighting Max,Home,Lighting,44.83
PROD_B4C44046,Educational Lite,Books,Educational,279.47
PROD_2C50351B,Non-Fiction Basic,Books,Non-Fiction,448.75
PROD_159F4619,Bedding Model X,Home,Bedding,221.8
PROD_E1CD65EB,Women Model X,Clothing,Women,361.27
PROD_7D3C3709,SHOES ADVANCED   ,Clothing,Shoes,157.33
PROD_A31EBDAE,Fiction Model X,Books,Fiction,172.17
PROD_F1A2AC9B,Tablets Model X,Electronics,Tablets,328.66
PROD_333958C9,Biography Pro,Books,Biography,120.33
PROD_6EF180FE,PHONES LITE   ,Electronics,Phones,238.25
PROD_8281A04A,Laptops Lite,Electronics,Laptops,12.11
PROD_E986CB53,Accessories Max,Electronics,Accessories,230.81
PROD_325EB72F,Activewear Model X,Clothing,Activewear,57.63
PROD_BE5A146D,Biography Max,Books,Biography,36.24
PROD_A0E83676,Shoes Basic,Clothing,Shoes,491.19
PROD_5BBCEDFF,Educational Model X,Books,Educational,290.1
PROD_0476DA10,Kids Max,Clothing,Kids,110.55
PROD_D7AD617B,Cameras Pro,Electronics,Cameras,64.77
PROD_3AC5977C,Shoes Pro,Clothing,Shoes,278.94
PROD_98A084CF,  non-fiction ultra  ,Books,Non-Fiction,424.45
PROD_18D7398C,Non-Fiction Model X,Books,Non-Fiction,44.96
PROD_58845CCC,Laptops Model X,Electronics,Laptops,298.9
PROD_BC18ECF7,Bedding Lite,Home,Bedding,387.42
PROD_D6F560CE,Women Pro,Clothing,Women,263.93
PROD_22016FC0,Non-Fiction Pro,Books,Non-Fiction,23.62
PROD_883CD682,Shoes Ultra,Clothing,Shoes,315.46
PROD_1F562435,  kitchen advanced  ,Home,Kitchen,63.17
PROD_B37A69D4,Cameras Basic,Electronics,Cameras,493.46
PROD_7D860BB6,Shoes Max,Clothing,Shoes,108.01
PROD_0C2AF783,Laptops Model X,Electronics,Laptops,344.2
PROD_C327C703,Comics Pro,Books,Comics,461.72
PROD_D689A6EC,Accessories Basic,Electronics,Accessories,129.43
PROD_B7E02CB3,Fiction Model X,Books,Fiction,462.81
PROD_F5871C91,WOMEN MAX   ,Clothing,Women,40.08
PROD_4C458C87,Shoes Ultra,Clothing,Shoes,212.44
PROD_02A908BB,  decor max  ,Home,Decor,122.37
PROD_63B1C77A,Non-Fiction Advanced,Books,Non-Fiction,41.4
PROD_32AA03D9,FICTION ADVANCED   ,Books,Fiction,230.22
PROD_75305051,Educational Pro,Books,Educational,101.11
PROD_7AB4A12D,Kitchen Pro,Home,Kitchen,20.89
PROD_0CC91E3D,  accessories pro  ,Electronics,Accessories,212.02
PROD_CC7A2F23,Decor Basic,Home,Decor,395.83
PROD_93F9512C,Activewear Ultra,Clothing,Activewear,47.8
