item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM_DC17634F,ORD_B23CF989,PROD_FAAD6C28,3,743.05,97.87
ITEM_C93C025D,ORD_CA767015,PROD_7ECB78A9,2,846.93,22.1
ITEM_2F0BC4A9,ORD_F82BB748,PROD_267984E7,3,286.68,0.32
ITEM_1689C71D,ORD_D797755D,PROD_603F863C,7,603.72,38.67
ITEM_4F09FB66,ORD_8760D0D0,PROD_980C1EF4,2,414.45,44.41
ITEM_B5D9E322,ORD_79E995E2,PROD_90635AF6,10,32.8,76.51
ITEM_E7CA407E,ORD_9B562AEB,PROD_8E766A75,7,528.7,32.21
ITEM_952D7302,ORD_5CB63A19,PROD_66795998,10,447.77,20.55
ITEM_A4AD6AED,ORD_306E493F,PROD_E7085F65,10,686.45,16.84
ITEM_4BD773FB,ORD_B8CB06B3,PROD_BC047526,4,411.05,24.88
ITEM_CA85B732,ORD_E638977C,PROD_DC13AC27,7,475.02,2.43
ITEM_586A17CF,ORD_2AB47488,PROD_A754CD9B,2,802.1,38.89
ITEM_A133F116,ORD_4557EB00,PROD_75207526,-7,441.93,44.53
ITEM_9576AC4D,ORD_C6A5C918,PROD_16B3583B,7,236.27,36.66
ITEM_73479C9E,ORD_0C340011,PROD_69C4E30D,3,855.11,64.5
ITEM_F0C6D4BF,ORD_8CD1959C,PROD_90520F43,4,979.37,36.46
ITEM_137D36DD,ORD_996DFCD7,PROD_FDAE7ACE,2,167.17,61.54
ITEM_70081AE6,ORD_7FFA855C,PROD_302DEC58,5,932.69,45.31
ITEM_754DFA4C,ORD_498F2DD2,PROD_B007207C,7,916.8,22.91
ITEM_135CE84A,ORD_A7B89B08,PROD_8F53DCA5,9,873.09,62.09
ITEM_E432ECB7,ORD_FAE442D8,PROD_62BD0617,5,942.6,89.49
ITEM_364B8E6B,ORD_1549C631,PROD_FAAD6C28,4,86.28,77.28
ITEM_D7ED1A98,ORD_75CE5A58,PROD_43F1CDFC,9,467.91,76.09
ITEM_03445AF6,ORD_73C7F02E,PROD_43F1CDFC,3,194.94,78.69
ITEM_58D47E30,ORD_6AE1C226,PROD_9E950AC9,5,30.51,50.45
ITEM_28CBCEBE,ORD_9C7D5CDF,PROD_7D3C3709,3,474.38,84.65
ITEM_D9A0B32B,ORD_7D4C231C,PROD_A8B06F18,10,467.78,45.49
ITEM_948778FB,ORD_FF109A0D,PROD_A1FEE53E,4,609.95,4.23
ITEM_20055674,ORD_BE5A0C64,PROD_E78DE94D,1,533.6,49.0
ITEM_0D4B0C73,ORD_0E5E7442,PROD_A31EBDAE,9,409.86,52.51
ITEM_47FF1EFE,ORD_9E41E61D,PROD_2EA3A630,6,581.7,83.76
ITEM_B82303D6,ORD_D37E1A4B,PROD_48ECD1DE,9,175.23,85.79
ITEM_17C61BC5,ORD_C3A0F8FE,PROD_992BC2BE,4,994.77,84.19
ITEM_7D9B5B04,ORD_540105E5,PROD_22016FC0,7,379.89,31.45
ITEM_E3CE8379,ORD_E998DFDA,PROD_143943A2,4,642.07,14.72
ITEM_6570F72F,ORD_3471B292,PROD_21A606F4,5,150.89,90.05
ITEM_1B33F43F,ORD_FE492674,PROD_8528B654,5,471.69,46.52
ITEM_3D34FBF4,ORD_8519B1C4,PROD_0A60516C,8,960.02,24.54
ITEM_30C0D3AB,ORD_91BEA7DD,PROD_457AF5CC,5,357.05,90.94
ITEM_1194B869,ORD_BBA51B35,PROD_3AB9CD5F,2,361.23,51.26
ITEM_C3F7A68B,ORD_AACCF6CF,PROD_3E6B46E0,8,338.14,31.03
ITEM_370CA48E,ORD_1B1A7886,PROD_267984E7,1,154.48,71.11
ITEM_AC6DCC0D,ORD_CA767015,PROD_7BEFD902,1,634.37,37.13
ITEM_EDF4E37C,ORD_55722D76,PROD_5BBCEDFF,6,465.69,62.18
ITEM_30C29A56,ORD_1C57FE97,PROD_A8B06F18,1,589.76,88.35
ITEM_6D9AAC6B,ORD_66737D68,PROD_DC0F344B,7,45.79,77.93
ITEM_86E38C57,ORD_FC6BA334,PROD_3D16AF80,2,161.8,82.47
ITEM_81E5E289,ORD_D4F5CE68,PROD_A22FD2CC,5,764.49,19.63
ITEM_D054ABF1,ORD_9A048B43,PROD_90635AF6,5,51.47,30.29
ITEM_207C3260,ORD_C846AFF0,PROD_C7159A74,4,201.73,79.95
ITEM_7C2E5FCD,ORD_C8CF4860,PROD_BE45FD46,7,262.6,91.61
ITEM_FAFE06FA,ORD_FF8F5344,PROD_A2506FAE,3,272.85,48.27
ITEM_A9A5DB30,ORD_800B0F64,PROD_5D03FC60,8,173.95,67.26
ITEM_6ED8A3EC,ORD_F691BBA9,PROD_E819083C,8,349.31,72.79
ITEM_22AA860C,ORD_9B0C7B0A,PROD_5A8C16DD,5,552.45,90.13
ITEM_43A00A3A,ORD_AA456DED,PROD_E3C81D2E,6,671.07,83.54
ITEM_999E899F,ORD_D5382CF4,PROD_2EA3A630,5,780.51,24.53
ITEM_6CCCA99C,ORD_485E2337,PROD_3EF05460,7,334.87,50.88
ITEM_519E0212,ORD_EE292907,PROD_0476DA10,1,307.34,86.31
ITEM_BCF1D30D,ORD_3B9E6829,PROD_27373A49,9,785.64,88.07
ITEM_6C9CDE67,ORD_619A6BA9,PROD_C4D55EBF,3,700.41,50.58
ITEM_31689E11,ORD_1F228DCE,PROD_E986CB53,7,306.09,24.25
ITEM_4FB372C1,ORD_AFAD875D,PROD_AF72EC4A,2,926.86,5.69
ITEM_570E7B77,ORD_5A8BEC55,PROD_AAE0F9EA,3,978.58,33.38
ITEM_3F42E00A,ORD_0EAF56DA,PROD_2512460F,5,880.31,49.19
ITEM_EA9FAFA2,ORD_CC0BB249,PROD_F1A2AC9B,10,435.8,23.51
ITEM_1171B7B3,ORD_D2E7C180,PROD_F7B87120,6,333.87,37.68
ITEM_2DED1D8C,ORD_81832E76,PROD_457AF5CC,2,740.06,15.0
ITEM_A760674C,ORD_5015A8DB,PROD_5CF19CA1,2,795.65,69.74
ITEM_F3B641AB,ORD_232A5DEB,PROD_1B61CD8F,1,42.36,29.14
ITEM_DFF0B6AD,ORD_D4F3E08D,PROD_8ABC9816,6,96.64,16.52
ITEM_B3E5B596,ORD_9E432C5D,PROD_E3C81D2E,2,587.03,98.82
ITEM_72A7BC25,ORD_AB1392BD,PROD_2BE2EF4E,4,898.09,82.42
ITEM_CE2CAFFE,ORD_43725438,PROD_AFAC1F73,5,619.28,52.61
ITEM_5DCC5972,ORD_36202BE5,PROD_885AE143,3,610.11,26.0
ITEM_1BD9B72A,ORD_415B31B4,PROD_55C9D4A1,2,231.55,28.37
ITEM_A957BB99,ORD_2F7A43AC,PROD_D20C035E,3,812.17,35.88
ITEM_B63709E6,ORD_9AA313F9,PROD_A4DCB447,5,816.49,41.8
ITEM_2387068C,ORD_A29F7937,PROD_5E656911,5,218.44,46.13
ITEM_D2754862,ORD_310D3A9D,PROD_6AD3A885,1,591.81,11.77
ITEM_1FED49E5,ORD_A9CC15D0,PROD_C18ED1A8,3,82.71,77.04
ITEM_CB05FEA7,ORD_14DC09D5,PROD_F462EF4F,10,486.78,40.99
ITEM_07619BC7,ORD_A29F7937,PROD_19426738,4,659.62,36.42
ITEM_81074BC7,ORD_F5F44364,PROD_9269544D,6,41.07,85.31
ITEM_7529480A,ORD_3ABFFC2F,PROD_439D163F,3,468.87,96.66
ITEM_6B9D4775,ORD_64563D25,PROD_71BE2E6A,8,333.64,96.67
ITEM_8779F716,ORD_B128DF42,PROD_28C3E599,10,192.12,86.92
ITEM_8F6DD442,ORD_85CF404D,PROD_5E3A5988,7,876.77,33.46
ITEM_7EEB072B,ORD_34142F2F,PROD_21A606F4,4,500.4,27.79
ITEM_72BAC66D,ORD_AC194C21,PROD_682DE0E3,7,19.13,36.07
ITEM_B0891C62,ORD_C8BAB471,PROD_637D6F9E,-6,487.97,82.43
ITEM_3A41CAD0,ORD_C9CA9C24,PROD_4BAC2850,4,683.55,85.78
ITEM_C3AA25E4,ORD_BF63B940,PROD_96F289F9,5,890.69,99.36
ITEM_9BC42D9C,ORD_08B6DF4C,PROD_474BD9C5,7,733.96,3.94
ITEM_EA167B3A,ORD_9A8644CE,PROD_917BB737,9,461.87,28.45
ITEM_34958991,ORD_41BA6489,PROD_98A084CF,10,793.92,47.45
ITEM_B814ED1E,ORD_3BAD5D94,PROD_0C2AF783,8,612.67,23.09
ITEM_59D0F6B5,ORD_B876CD51,PROD_579610C9,8,892.6,85.22
ITEM_5F9731A6,ORD_B6B642CB,PROD_FDAE7ACE,10,272.71,53.07
ITEM_C74DC059,ORD_538EAC1C,PROD_24420EE5,8,12.23,4.78
ITEM_65D1010B,ORD_C1574C5F,PROD_98C173AD,9,551.08,41.68
ITEM_A659CE7F,ORD_C9CA9C24,PROD_A4DCB447,10,501.67,58.02
ITEM_252674D6,ORD_C0FDE3A6,PROD_841823D8,2,926.37,38.9
ITEM_D37E3DA1,ORD_12C30DA5,PROD_C0901A60,3,208.25,68.51
ITEM_30734F43,ORD_575BCE03,PROD_C0901A60,4,30.48,12.99
ITEM_D27B0C59,ORD_78762433,PROD_D093BF71,3,675.09,41.56
ITEM_609F2C26,ORD_ABBAF1C6,PROD_75305051,4,367.82,76.51
ITEM_D68780F0,ORD_91D7A349,PROD_C95A6D8C,9,642.63,7.62
ITEM_2DA78C66,ORD_933615DE,PROD_0D9FD454,1,75.32,77.03
ITEM_BF292D72,ORD_66737D68,PROD_57A23117,3,456.78,12.14
ITEM_6BA55EF4,ORD_33345E2C,PROD_4979D94D,8,486.43,61.44
ITEM_D69A744B,ORD_8E088D9E,PROD_18558B4C,6,359.71,38.79
ITEM_AA405D16,ORD_BB733E9F,PROD_5E3A5988,1,624.14,96.94
ITEM_7A0FD529,ORD_33345E2C,PROD_A8B7D69E,2,348.68,52.21
ITEM_9F0ECBD3,ORD_130F5DD8,PROD_4979D94D,4,925.47,63.16
ITEM_9F42883F,ORD_67FB4546,PROD_0BBEE5D6,7,438.08,80.73
ITEM_8341F95C,ORD_3A84E943,PROD_A0E83676,4,624.86,48.34
ITEM_6EBED2AF,ORD_A6767B5B,PROD_11620C88,4,934.46,78.08
ITEM_9C00BD63,ORD_5888DC8D,PROD_16821187,7,375.18,90.0
ITEM_65AC2C51,ORD_A0C3F9D2,PROD_868A365E,-4,361.87,98.77
ITEM_EF4F2E4B,ORD_45C50F88,PROD_637D6F9E,6,839.14,96.96
ITEM_3E273145,ORD_39001ACA,PROD_FCDE641C,2,105.02,52.05
ITEM_E5F936DF,ORD_33345E2C,PROD_A24F2FBC,10,499.4,99.61
ITEM_043CD7B0,ORD_12C30DA5,PROD_0BBEE5D6,2,42.16,83.52
ITEM_D677EBA5,ORD_03170C38,PROD_70D3D251,5,431.38,3.89
ITEM_FC231955,ORD_3B9E6829,PROD_C5FC49B5,5,998.42,69.59
ITEM_9061632B,ORD_B8EFAEFB,PROD_1D7BF9A1,3,851.24,98.13
ITEM_CEE6CC05,ORD_1D9EE2A9,PROD_90520F43,6,315.3,29.98
ITEM_94A52C1C,ORD_AD7C218C,PROD_647D2C1F,5,714.68,86.95
ITEM_364A3B7B,ORD_ECF851B1,PROD_094E5AE4,10,109.12,11.34
ITEM_36342836,ORD_1D9EE2A9,PROD_E694B085,6,132.49,57.64
ITEM_4E6567EB,ORD_6319ED0C,PROD_1F80334D,4,318.37,76.06
ITEM_BFC8C990,ORD_0E5E7442,PROD_E819083C,9,871.6,54.61
ITEM_41C88A82,ORD_8F6C92EB,PROD_37B4088B,2,754.78,4.07
ITEM_2FB85723,ORD_26EA5490,PROD_B7E02CB3,2,276.36,5.21
ITEM_3F5359CC,ORD_9150B03E,PROD_1B38A63E,-10,892.49,4.25
ITEM_94D08DF5,ORD_CEEE87D3,PROD_938C5F03,7,271.64,59.09
ITEM_4CE7C4F3,ORD_D05C8997,PROD_12154197,2,193.28,91.82
ITEM_02C32F95,ORD_6ED97025,PROD_FF4213C4,1,731.46,12.67
ITEM_30E7BA93,ORD_9EA1E78F,PROD_37247735,4,15.23,52.3
ITEM_F380CD8D,ORD_6C7B7837,PROD_D130CA73,8,68.78,21.1
ITEM_BA153A67,ORD_02C499D5,PROD_58626E3F,4,299.78,13.62
ITEM_B4A693FC,ORD_37FC5428,PROD_D6F560CE,10,256.54,85.61
ITEM_E12DE214,ORD_282FB695,PROD_B7E02CB3,5,502.7,97.78
ITEM_A1D7D333,ORD_5A8BEC55,PROD_211B8BCC,5,580.85,81.44
ITEM_16236206,ORD_73EB0816,PROD_7269CE34,4,49.8,99.81
ITEM_B6669B00,ORD_B0607EA5,PROD_CBFAB125,2,141.63,21.81
ITEM_6B5D17D7,ORD_A686D9E4,PROD_7428A4C5,-10,218.1,11.08
ITEM_C82FA618,ORD_DA7C1824,PROD_2E86E6D4,7,214.27,14.44
ITEM_4C34A5A3,ORD_DC0D77DD,PROD_6F63A578,6,417.02,65.95
ITEM_207119C0,ORD_BA6500BA,PROD_F08253A5,8,859.18,14.59
ITEM_8D0AC969,ORD_515537A5,PROD_FF60477A,4,859.53,66.23
ITEM_3268D3BC,ORD_07637ED0,PROD_7D676FE7,5,259.59,43.33
ITEM_A0029472,ORD_6BAFBEBB,PROD_E617206C,1,529.04,20.38
ITEM_517501E0,ORD_C0F2F17A,PROD_841823D8,3,185.29,76.91
ITEM_7AAB724C,ORD_31B603EC,PROD_64008E15,2,354.36,64.43
ITEM_A42E7E69,ORD_EAB05D0D,PROD_866D042F,5,963.87,26.96
ITEM_6221B109,ORD_2A492FFB,PROD_09C0B2D1,8,26.97,23.44
ITEM_DB4E0E2D,ORD_C54E06F2,PROD_90635AF6,4,556.23,64.19
ITEM_5AC37941,ORD_E2353E2B,PROD_A1FEE53E,5,526.81,68.99
ITEM_D5F987B7,ORD_8E11EBC3,PROD_44AE7CAD,5,30.1,56.72
ITEM_AB2EFC57,ORD_209C8E23,PROD_8BDBE376,4,259.58,24.43
ITEM_A657D51F,ORD_F0E12454,PROD_64008E15,3,977.68,0.34
ITEM_F7195777,ORD_CC0BB249,PROD_B56A732D,6,771.99,41.97
ITEM_4D84E06A,ORD_111BBCB0,PROD_41E1F5D1,8,117.38,30.63
ITEM_AEB35AFA,ORD_1E704B98,PROD_32AA03D9,5,279.22,19.95
ITEM_D6266A1B,ORD_A4D637D0,PROD_C8E9AFD7,2,628.37,89.03
ITEM_D33727F8,ORD_08FEDD46,PROD_2CDED6FA,6,761.34,53.25
ITEM_FA0A1C84,ORD_93E888E6,PROD_68725FEC,7,26.27,7.63
ITEM_3B29C02E,ORD_8DE8876D,PROD_4FBD7295,4,53.44,46.71
ITEM_4DDFB81F,ORD_D24BDB02,PROD_460FA40D,2,976.17,44.13
ITEM_5F6FD4F6,ORD_5884DB0F,PROD_F963F4F4,4,105.89,25.65
ITEM_5EDAA4D1,ORD_26EA5490,PROD_18D7398C,2,646.59,88.98
ITEM_980ECC35,ORD_9006520A,PROD_CBB80200,2,244.34,11.88
ITEM_24D6B3EB,ORD_FC09F561,PROD_5E3A5988,10,632.82,76.09
ITEM_37748D54,ORD_F4F14D47,PROD_7D7471D6,5,660.72,69.59
ITEM_42983311,ORD_E60CE9A0,PROD_D9F42F71,4,888.59,10.01
ITEM_F73A04F5,ORD_E3EB8A96,PROD_FDAE7ACE,10,432.83,34.9
ITEM_C5ACF3DE,ORD_ECEFC9B3,PROD_868A365E,9,36.63,9.75
ITEM_00F42F12,ORD_A061B015,PROD_7054EE29,5,824.09,23.42
ITEM_85166734,ORD_FBB0851E,PROD_43F1CDFC,4,205.67,29.5
ITEM_89407AE1,ORD_315AB7AF,PROD_72C76ED2,4,41.18,72.57
ITEM_525CA068,ORD_DC0D77DD,PROD_0A60516C,6,881.36,29.96
ITEM_1312ED99,ORD_6CCD5B5C,PROD_AAE0F9EA,3,835.28,15.91
ITEM_565476A1,ORD_47F05EC1,PROD_F5B96F5F,3,537.7,68.44
ITEM_C4AAC380,ORD_9006520A,PROD_B7E02CB3,2,165.96,7.32
ITEM_B6D4E8A4,ORD_2F55214A,PROD_5C101039,7,814.47,26.61
ITEM_171EADAA,ORD_5E8A510D,PROD_90520F43,10,917.97,98.44
ITEM_0FD61D82,ORD_294A6CB2,PROD_868A365E,3,598.33,66.05
ITEM_4394F7D1,ORD_E1E3700D,PROD_C18ED1A8,7,838.32,44.51
ITEM_0C8F31BB,ORD_DB315B5F,PROD_B82B1B7C,10,736.08,77.18
ITEM_FE675F3E,ORD_3B4ADB5D,PROD_D1A4175C,7,774.83,46.49
ITEM_814A3425,ORD_69206D18,PROD_7D20A21F,3,237.44,70.03
ITEM_25C85076,ORD_CE221865,PROD_7428A4C5,9,910.24,58.07
ITEM_28986C70,ORD_9EA1E78F,PROD_DB5E25BE,1,543.64,23.18
ITEM_249594A0,ORD_C3A0F8FE,PROD_48A1F02C,1,610.83,88.44
ITEM_1F967D82,ORD_7D4C231C,PROD_18558B4C,6,102.6,26.11
ITEM_0514A8C1,ORD_7887C2BC,PROD_E78DE94D,3,495.6,83.79
ITEM_24A16BC0,ORD_43987A54,PROD_09C0B2D1,2,628.59,7.14
ITEM_F5235E68,ORD_1D2A0593,PROD_A0A131B2,6,684.53,99.28
ITEM_7DFFFC6B,ORD_9B3AED67,PROD_3229FC6B,1,782.25,77.53
ITEM_132D9643,ORD_7F343354,PROD_B1977EB0,1,173.27,74.22
ITEM_87E1AE0B,ORD_948BA925,PROD_5B57E77E,2,485.97,80.54
ITEM_389C78BF,ORD_3992BC84,PROD_54D9C0D4,1,750.99,60.49
ITEM_A1597F38,ORD_4F19F2E3,PROD_6ECF94E5,6,675.46,79.47
ITEM_321AADDE,ORD_AE8B9848,PROD_513501AE,5,94.19,81.28
ITEM_F45526CA,ORD_6646F73A,PROD_F683F922,5,911.15,7.66
ITEM_D25454DE,ORD_6443DB4F,PROD_297C4E87,9,52.04,37.94
ITEM_F88D4223,ORD_538EAC1C,PROD_66795998,7,53.7,4.89
ITEM_38729338,ORD_E894EF14,PROD_68EA523E,4,640.3,8.87
ITEM_BD496189,ORD_DC0D77DD,PROD_44AE7CAD,5,411.13,56.3
ITEM_AAEAC630,ORD_1549C631,PROD_22016FC0,3,516.57,99.07
ITEM_CE3F87AC,ORD_4E4905B5,PROD_C5843A78,6,178.53,57.68
ITEM_99326424,ORD_2E139F5B,PROD_C0CD1A0A,9,628.77,5.3
ITEM_C22195C8,ORD_0EAFC715,PROD_48A1F02C,7,618.07,46.0
ITEM_BC3788C0,ORD_7473CF65,PROD_FAAD6C28,10,953.57,85.62
ITEM_672F17FD,ORD_4E115F0D,PROD_CDAFEAE0,3,275.13,4.7
ITEM_C0EB3CA9,ORD_DAF9FA5F,PROD_159F4619,5,133.02,55.58
ITEM_C72BC84D,ORD_2C78EE0C,PROD_982C8038,5,266.08,85.69
ITEM_99ACF0FD,ORD_BB91FD22,PROD_4B1D3F0D,8,256.53,19.39
ITEM_7AA0C7F8,ORD_A821B8A7,PROD_D130CA73,9,405.71,24.22
ITEM_8A3DE9CA,ORD_904D884B,PROD_A2506FAE,3,622.88,29.52
ITEM_D24D7AC0,ORD_78A0FAB6,PROD_34C3A310,10,670.31,30.75
ITEM_1F65F40A,ORD_2A233E56,PROD_C49D9939,1,425.6,71.7
ITEM_FE1804F3,ORD_54346515,PROD_30F6EAD8,7,316.49,77.83
ITEM_A7666B09,ORD_81832E76,PROD_2CDB6146,1,298.71,98.22
ITEM_CA5B80F6,ORD_9D544102,PROD_EA8D6869,6,379.93,29.06
ITEM_E0AE881F,ORD_2AFB7813,PROD_62CECF50,3,236.79,67.58
ITEM_37D4FC0A,ORD_F728112E,PROD_F4BB7EB1,5,866.81,72.92
ITEM_058A8D7B,ORD_AF4EC87F,PROD_45F4512F,8,417.08,27.98
ITEM_7CBB7709,ORD_E638977C,PROD_0CFFCA75,10,535.05,91.63
ITEM_F7C72CB3,ORD_AD7C218C,PROD_F9C0212A,2,560.53,50.1
ITEM_858529A9,ORD_F022D38F,PROD_01C59816,6,142.91,61.01
ITEM_EC6C0CD8,ORD_0A8E798D,PROD_25B91358,6,689.96,5.75
ITEM_215D2447,ORD_4F5F6FE8,PROD_9295D57C,4,223.97,96.97
ITEM_D2E6B581,ORD_D811F670,PROD_DE036E42,4,265.14,31.51
ITEM_7864B755,ORD_BF44CCAA,PROD_BF314EB6,7,808.64,80.59
ITEM_75A6434C,ORD_0ECB7D81,PROD_1B38A63E,10,471.79,87.86
ITEM_F3FFEC8E,ORD_2F57924F,PROD_981082F5,10,248.69,9.14
ITEM_BCC0C032,ORD_318821EA,PROD_68AE53AD,8,410.94,32.3
ITEM_5FF4EE3A,ORD_B08BE45F,PROD_EE2796B4,7,726.13,95.62
ITEM_B5303829,ORD_26EA5490,PROD_96F289F9,8,334.17,38.93
ITEM_3F0AF790,ORD_8AAFAF9C,PROD_538EBEC5,7,723.08,52.45
ITEM_5DABF207,ORD_783CBE8A,PROD_C091153D,3,36.3,81.07
ITEM_B35B49F7,ORD_A6767B5B,PROD_8BDBE376,6,120.89,12.79
ITEM_9D71617D,ORD_B6CFD9AA,PROD_8F309D2B,1,383.52,47.23
ITEM_505DCD86,ORD_25AD0817,PROD_0BFD6023,5,824.81,59.61
ITEM_962ADBA6,ORD_138DC283,PROD_B37A69D4,1,683.32,39.18
ITEM_A096DB05,ORD_A7F2C945,PROD_B4FDA46E,3,85.49,60.37
ITEM_208670A4,ORD_9BC1B3CF,PROD_6F63A578,9,579.28,10.89
ITEM_7197CA82,ORD_AC65A22E,PROD_F9C0212A,4,482.57,83.81
ITEM_3406684D,ORD_A6767B5B,PROD_80E468F8,7,816.8,15.77
ITEM_10F5FEE8,ORD_E1E3700D,PROD_96F289F9,3,456.78,33.52
ITEM_468BB1F3,ORD_E3A0B931,PROD_2A88DC13,2,46.12,74.6
ITEM_E20BDE08,ORD_4816E5AE,PROD_134F74CE,3,413.18,74.71
ITEM_CF2C1CF1,ORD_7D468700,PROD_8ABC9816,1,344.12,49.24
ITEM_0CC24C4E,ORD_D04B4535,PROD_0CC91E3D,7,746.32,51.93
