order_id,customer_id,order_date,status,region_code
ORD_537F4D6F,CUST_03F458E4,2024-02-27 09:40:44,CANCELLED,NORTH
ORD_E420D887,CUST_AA3685C8,2024-06-25 12:00:58,RETURNED,EAST
ORD_616494B5,CUST_D649ACD1,2026-03-30 07:19:13,SHIPPED,WEST
ORD_1B454305,CUST_868A379E,20-04-2026 20:26:50,CANCELLED,WEST
ORD_A61D3AFE,CUST_68F4DE77,2023-11-13 22:27:56,SHIPPED,SOUTH
ORD_A0C3F9D2,CUST_78F3B3D6,2023-12-22 13:38:46,DELIVERED,WEST
ORD_87B2066C,CUST_F639AFDF,2025-08-06 20:11:40,DELIVERED,NORTH
ORD_01F0C637,CUST_36F2263B,2023-09-18 10:36:05,DELIVERED,SOUTH
ORD_C577920C,CUST_F2D3D288,2023-10-17 14:30:55,DELIVERED,CENTRAL
ORD_538EAC1C,CUST_6BA810F9,2023-02-11 02:26:23,CANCELLED,CENTRAL
ORD_AD4503E0,,2022-02-17 17:41:39,RETURNED,WEST
ORD_34142F2F,CUST_6DC23549,2022-12-12 01:25:39,DELIVERED,NORTH
ORD_35C41D8C,CUST_26BD181C,2025-03-07 03:00:45,DELIVERED,WEST
ORD_F4F14D47,CUST_D86DA4C7,2026-01-01 06:12:55,DELIVERED,WEST
ORD_FBB0851E,CUST_1A8C40FD,2023-02-28 19:13:52,DELIVERED,WEST
ORD_74291C8C,CUST_B9C354CE,2022-10-26 00:18:16,DELIVERED,SOUTH
ORD_522C108B,CUST_91AAF0BE,2025-08-18 14:05:00,CANCELLED,WEST
ORD_64AA838D,CUST_B08FA778,2025-12-21 13:47:38,PLACED,NORTH
ORD_72E5A82D,CUST_9642A807,2023-04-26 15:58:22,RETURNED,CENTRAL
ORD_F5BF0DF3,,2024-10-30 19:24:19,DELIVERED,SOUTH
ORD_D6F88303,,2023-01-03 08:10:32,DELIVERED,WEST
ORD_420E3B68,CUST_12F2424B,2025-12-25 16:27:09,DELIVERED,SOUTH
ORD_98B5A2AE,CUST_FC020899,2023-07-30 23:23:59,RETURNED,EAST
ORD_E7E3D231,CUST_408CA081,2024-06-11 05:20:47,DELIVERED,SOUTH
ORD_68EAC98E,CUST_0AE3E71D,08-09-2025 20:51:28,SHIPPED,SOUTH
ORD_FB55A2CD,,2023-06-17 05:45:29,RETURNED,WEST
ORD_9C7D5CDF,CUST_5CA5FC68,2025-12-23 17:31:29,CANCELLED,SOUTH
ORD_D35D6FEA,CUST_9C6B00BC,2023-02-22 09:11:53,DELIVERED,EAST
ORD_47C190E5,CUST_8DBF0DDA,2025-04-14 06:37:00,DELIVERED,WEST
ORD_1CE5E3E2,CUST_6A8A8C72,2024-10-17 21:06:56,DELIVERED,NORTH
ORD_315AB7AF,CUST_57937D99,06-08-2022 10:09:01,CANCELLED,WEST
ORD_0140DEC2,CUST_1ED7523C,2023-07-06 19:42:00,PLACED,CENTRAL
ORD_373FB249,CUST_3EC1E8FD,2026-02-07 23:58:51,DELIVERED,NORTH
ORD_EFF811BD,CUST_CD13A7FC,2022-04-24 23:04:35,DELIVERED,WEST
ORD_01ADDD6E,CUST_EEE22908,2026-04-28 12:05:01,SHIPPED,WEST
ORD_800B0F64,CUST_1218A541,2025-09-01 04:07:19,DELIVERED,EAST
ORD_FE2D7B9F,CUST_4E7FCB86,2022-07-16 11:32:12,CANCELLED,WEST
ORD_DE472A14,CUST_5FAF5DC3,2024-05-16 02:48:27,DELIVERED,WEST
ORD_9150B03E,CUST_6B1B13B0,2024-11-17 10:29:43,DELIVERED,SOUTH
ORD_DE3FC745,CUST_65B9052E,2025-08-18 16:05:18,PLACED,WEST
ORD_6AB99758,CUST_D4C42831,2022-09-19 21:57:19,DELIVERED,EAST
ORD_B2055C77,,2022-06-06 01:32:06,DELIVERED,WEST
ORD_669C9F82,CUST_B5F6F600,2023-12-29 08:37:05,PLACED,WEST
ORD_721F4174,CUST_9DF163DB,2024-03-15 01:05:26,DELIVERED,CENTRAL
ORD_DEB1A3DC,CUST_6C44EBE6,2024-07-10 19:51:16,RETURNED,SOUTH
ORD_C1574C5F,CUST_E4EA1C5E,2026-03-10 19:16:55,DELIVERED,NORTH
ORD_8A9CE401,CUST_6A95C627,2022-01-28 05:41:30,DELIVERED,CENTRAL
ORD_34C279A8,CUST_BE646022,2026-07-24 19:23:44,DELIVERED,WEST
ORD_0F9A14C8,CUST_B19FD460,2022-10-04 00:12:07,DELIVERED,SOUTH
ORD_575BCE03,CUST_291E267D,2025-08-21 04:41:15,DELIVERED,CENTRAL
ORD_9A56CDA9,CUST_D69A8B56,2026-04-26 14:09:30,SHIPPED,SOUTH
ORD_E9946739,CUST_5E1A4BB4,2024-08-23 00:55:28,DELIVERED,CENTRAL
ORD_81832E76,CUST_CFF1E79D,2022-01-17 03:40:54,RETURNED,WEST
ORD_45D46DA5,CUST_44C7D1E0,2025-02-09 09:02:31,DELIVERED,CENTRAL
ORD_75DB2D99,CUST_A2EA48A7,2022-05-05 16:01:27,DELIVERED,EAST
ORD_57A72880,CUST_90C99965,2022-08-28 15:39:41,DELIVERED,NORTH
ORD_5AB15C0E,CUST_A7C41EE6,2023-01-29 15:22:28,DELIVERED,EAST
ORD_C6264380,CUST_373F3C86,2023-08-24 23:45:24,CANCELLED,EAST
ORD_1ED83384,CUST_0288C735,2022-11-28 19:13:18,PLACED,WEST
ORD_82623905,CUST_E47BA60D,2022-11-17 19:31:06,RETURNED,WEST
ORD_0ECB7D81,CUST_061472EE,2025-02-14 01:01:22,DELIVERED,SOUTH
ORD_69206D18,CUST_8F1DAE3C,2024-10-28 01:51:04,SHIPPED,SOUTH
ORD_F8ED060C,CUST_89A77F93,2024-09-23 08:21:50,PLACED,CENTRAL
ORD_9F3CD89A,CUST_5C6C1E05,2025-11-14 16:38:42,PLACED,WEST
ORD_DC2EFCB5,CUST_8004EAAE,2026-03-28 03:06:50,DELIVERED,NORTH
ORD_FA152632,,2022-08-04 05:40:07,RETURNED,SOUTH
ORD_0F4B9EDF,CUST_073CF02D,2026-04-10 16:31:46,SHIPPED,EAST
ORD_8AC52213,CUST_31F823E7,2022-09-09 06:28:26,PLACED,WEST
ORD_0E83978D,CUST_ACAE8F51,2022-12-17 02:17:23,DELIVERED,SOUTH
ORD_AEF7D051,CUST_FEF1E62F,2024-12-20 13:50:14,DELIVERED,WEST
ORD_80BD2AE6,CUST_93CC2C6C,2024-11-23 21:23:01,DELIVERED,CENTRAL
ORD_47CC59F0,CUST_B8DAE159,2023-10-07 12:49:10,DELIVERED,NORTH
ORD_0B299379,CUST_6CF61C98,2022-04-29 20:45:51,DELIVERED,EAST
ORD_95640EDD,CUST_BA54C97F,2025-10-26 22:35:55,DELIVERED,EAST
ORD_D7822BC5,CUST_5A06F265,2024-12-16 19:58:09,DELIVERED,SOUTH
ORD_F9571749,CUST_9F4070BE,2025-06-20 20:28:44,CANCELLED,WEST
ORD_419B9E75,CUST_636B9672,2022-06-22 01:34:21,DELIVERED,SOUTH
ORD_3B9E6829,CUST_8E9D0EE3,2023-08-05 06:05:32,DELIVERED,SOUTH
ORD_A9CC15D0,,2026-06-20 17:37:16,DELIVERED,WEST
ORD_8EA2DA2A,CUST_68C541F5,2022-05-03 11:16:40,SHIPPED,NORTH
ORD_8D805F5C,CUST_9AEA8FB9,2026-02-18 00:29:21,CANCELLED,CENTRAL
ORD_C0F2F17A,CUST_D5136947,2025-07-09 21:34:54,DELIVERED,EAST
ORD_6B98A6E7,CUST_5CEC12C1,2026-01-02 12:33:47,DELIVERED,CENTRAL
ORD_18305AE7,CUST_7A070872,2024-01-10 14:06:09,CANCELLED,NORTH
ORD_F691BBA9,CUST_1941F474,24-09-2022 15:13:28,DELIVERED,WEST
ORD_4D472037,CUST_21773516,2024-03-19 08:37:31,RETURNED,WEST
ORD_540105E5,CUST_FAC19336,2022-10-23 16:08:31,SHIPPED,CENTRAL
ORD_B9B94F26,CUST_3996E2C4,2023-03-12 14:30:02,RETURNED,EAST
ORD_6C8DB3F5,CUST_F8B7A191,2024-04-16 03:07:23,PLACED,SOUTH
ORD_F57D1787,CUST_3411728D,06-02-2024 09:18:31,SHIPPED,CENTRAL
ORD_9F0F990F,,2023-09-17 09:13:11,DELIVERED,NORTH
ORD_99DD6516,CUST_36EC2E56,2022-04-02 13:30:36,DELIVERED,EAST
ORD_3B13953D,CUST_0921C4C2,2026-01-14 19:08:48,DELIVERED,WEST
ORD_DAF9FA5F,CUST_9AEA8FB9,2026-01-30 10:05:51,DELIVERED,WEST
ORD_2F57924F,CUST_D8077CD5,2023-11-26 17:02:42,DELIVERED,NORTH
ORD_282FB695,CUST_F85AC197,2025-03-17 20:50:49,DELIVERED,NORTH
ORD_72102E8A,CUST_21773516,21-06-2025 17:36:48,DELIVERED,SOUTH
ORD_C3A0F8FE,CUST_4F685E38,2022-02-08 03:42:59,RETURNED,EAST
ORD_ABF5503F,CUST_E77BA6BB,2025-12-16 18:28:05,DELIVERED,WEST
ORD_7751078D,CUST_98B10313,2022-02-17 10:27:11,CANCELLED,EAST
ORD_F5B7520D,CUST_1A8C40FD,2022-08-23 03:34:10,SHIPPED,NORTH
ORD_3395EB96,CUST_653A2E62,2024-04-14 21:10:03,DELIVERED,NORTH
ORD_EE5594CC,CUST_7714FB8F,2022-07-22 10:09:26,DELIVERED,NORTH
ORD_4DBCED2D,CUST_9642A807,2026-03-21 19:37:15,DELIVERED,WEST
ORD_B8CCDE89,CUST_F2789EDE,14-10-2023 14:35:26,PLACED,SOUTH
ORD_8CEE548C,CUST_21A23D17,2025-04-15 21:06:15,DELIVERED,SOUTH
ORD_5884DB0F,CUST_05CC6ACA,2024-07-02 02:54:40,DELIVERED,SOUTH
ORD_9C60A868,CUST_AF4F0E82,2022-12-11 07:34:27,DELIVERED,NORTH
ORD_5F03977A,CUST_15C5D25A,25-06-2025 09:41:10,RETURNED,WEST
ORD_45211C30,CUST_B09993E6,2025-10-24 12:22:53,DELIVERED,CENTRAL
ORD_3C1C32A1,,2026-02-22 17:36:04,DELIVERED,NORTH
ORD_43987A54,CUST_00785553,2023-07-27 13:13:39,CANCELLED,EAST
ORD_B1EF4076,CUST_78F3B3D6,2025-12-20 14:17:15,DELIVERED,SOUTH
ORD_EBBB9BF4,CUST_8827F09A,2023-11-04 00:58:44,RETURNED,CENTRAL
ORD_AD4F5366,,2022-01-20 21:11:26,DELIVERED,WEST
ORD_306E493F,CUST_743D27C9,2026-06-01 20:41:04,CANCELLED,WEST
ORD_E2353E2B,CUST_9C6B00BC,2026-07-23 12:52:38,SHIPPED,NORTH
ORD_91BEA7DD,CUST_EBE21B55,2023-01-31 14:00:14,DELIVERED,EAST
ORD_C3D858CF,CUST_5EC33E03,2025-06-10 20:19:51,DELIVERED,WEST
ORD_5E30A05D,,2024-10-06 22:45:38,SHIPPED,WEST
ORD_BAF81269,CUST_79EC35C1,2025-03-11 16:31:10,DELIVERED,CENTRAL
ORD_79E995E2,CUST_B8939439,2025-04-19 04:47:04,RETURNED,SOUTH
ORD_8626F8EF,CUST_260C6D59,16-07-2023 06:54:43,RETURNED,CENTRAL
ORD_232A5DEB,CUST_FCA7FD53,2024-07-18 00:27:41,DELIVERED,EAST
ORD_EC1EF059,CUST_C2AF1546,2024-04-13 08:07:43,DELIVERED,CENTRAL
ORD_0D383E1C,CUST_1B771AB0,2023-04-05 01:17:58,DELIVERED,NORTH
ORD_FCF1AC2B,CUST_CFF1E79D,2022-06-17 18:51:01,DELIVERED,WEST
ORD_933615DE,CUST_51AB2FA9,08-02-2023 05:21:19,DELIVERED,NORTH
ORD_99EA43EE,CUST_8D27724C,2022-02-19 18:51:40,CANCELLED,SOUTH
ORD_E2031E28,CUST_36DC9187,2023-11-29 01:52:21,DELIVERED,NORTH
ORD_6BAFBEBB,CUST_BB375180,04-07-2025 14:37:07,PLACED,NORTH
ORD_FBF898B2,CUST_0921C4C2,21-11-2025 02:50:08,CANCELLED,NORTH
ORD_890FD2EE,CUST_D649ACD1,03-06-2024 02:06:43,PLACED,WEST
ORD_4B4A4EEA,CUST_EA704077,2026-03-21 13:14:55,DELIVERED,NORTH
ORD_B46B7824,CUST_1ED7523C,2026-06-17 13:56:39,DELIVERED,NORTH
ORD_54622976,CUST_1ED7523C,18-04-2025 06:06:06,DELIVERED,CENTRAL
ORD_85CF404D,CUST_8D8783E4,2022-09-16 20:32:16,DELIVERED,CENTRAL
ORD_B9015A15,CUST_5E1A4BB4,2022-10-09 01:03:08,DELIVERED,EAST
ORD_251C327A,CUST_F5E1CBF8,2025-01-13 04:09:30,DELIVERED,EAST
ORD_674A0D73,CUST_5A06F265,2025-09-08 21:09:03,CANCELLED,CENTRAL
ORD_37F71F2D,CUST_CB007770,2023-02-05 06:40:58,PLACED,SOUTH
ORD_985F00B2,CUST_4F685E38,2024-08-15 19:44:21,DELIVERED,EAST
ORD_78A0FAB6,CUST_9C58DF4C,2022-11-29 03:29:56,PLACED,SOUTH
ORD_6A0EC6A1,CUST_15DFFD28,2025-11-20 07:29:39,DELIVERED,EAST
ORD_9535F37A,CUST_D13FBB76,13-01-2023 00:23:00,PLACED,NORTH
ORD_1E41C7CC,CUST_5DC82B3E,2023-02-03 20:37:58,PLACED,NORTH
ORD_52828299,CUST_6DC23549,2022-12-23 07:56:16,DELIVERED,CENTRAL
ORD_6443DB4F,CUST_5DB05C10,2022-02-14 05:53:16,PLACED,SOUTH
ORD_6D75608E,CUST_285F0D8D,2022-08-16 10:59:13,DELIVERED,EAST
ORD_BB91FD22,CUST_13DF18F9,2026-06-25 19:56:27,PLACED,SOUTH
ORD_F022D38F,CUST_0A1EEB99,2023-01-28 17:24:44,DELIVERED,SOUTH
ORD_50B30F01,CUST_8690951C,2025-04-17 06:54:34,SHIPPED,SOUTH
ORD_CB7AD285,CUST_09F69DB0,2023-07-28 04:54:32,CANCELLED,SOUTH
ORD_AF763FAC,CUST_6F6AA385,2026-06-08 21:39:04,DELIVERED,CENTRAL
ORD_824A99A3,CUST_01B520A6,2024-08-08 05:20:45,DELIVERED,WEST
ORD_5ED1E65F,CUST_5056649B,2024-04-01 20:58:50,PLACED,SOUTH
ORD_D09006FB,CUST_67B66B8D,2023-04-26 12:13:19,DELIVERED,SOUTH
ORD_8D39D31F,CUST_01B520A6,2022-06-23 04:48:05,DELIVERED,SOUTH
ORD_419E6070,,2024-11-15 19:21:27,DELIVERED,EAST
ORD_87F1D169,CUST_FFE787CC,2024-02-23 00:11:28,DELIVERED,EAST
ORD_95F529DC,CUST_8400F489,24-10-2024 16:34:41,DELIVERED,SOUTH
ORD_BB733E9F,CUST_52F839BF,2024-01-08 01:34:12,DELIVERED,EAST
ORD_13FD80D2,CUST_B19FD460,2026-04-23 21:54:17,DELIVERED,SOUTH
ORD_3845B187,CUST_0BDAAFA2,2022-01-18 09:18:52,RETURNED,WEST
ORD_997A6B54,CUST_F44E7CEF,2022-01-25 15:41:32,RETURNED,WEST
ORD_E94FAA70,CUST_5059B622,2026-03-15 06:30:14,DELIVERED,WEST
ORD_05DC934A,CUST_F13E52FF,2022-06-25 10:54:12,RETURNED,WEST
ORD_005A80CB,CUST_DBB2A713,2025-02-17 00:23:08,SHIPPED,NORTH
ORD_4E98AED9,CUST_FC020899,2023-12-28 10:14:26,DELIVERED,CENTRAL
ORD_7EF84179,CUST_9C58DF4C,2022-02-17 18:50:02,SHIPPED,EAST
ORD_C38EA46C,CUST_A8D22BA3,2025-05-19 19:36:55,DELIVERED,WEST
ORD_E998DFDA,CUST_45273BEC,2023-01-21 15:06:21,DELIVERED,EAST
ORD_D8313F08,CUST_9023B53B,2025-10-14 17:11:02,DELIVERED,NORTH
ORD_6B133184,CUST_A1FBEF58,2024-03-01 09:13:14,DELIVERED,WEST
ORD_DAEA773D,CUST_3B52DF9E,2022-01-23 05:20:55,DELIVERED,NORTH
ORD_AC194C21,CUST_E47BA60D,2024-09-06 23:04:24,CANCELLED,SOUTH
ORD_4D000FB6,CUST_E77BA6BB,2026-08-03 22:42:30,DELIVERED,EAST
ORD_D744103D,CUST_67B66B8D,03-11-2025 14:17:12,SHIPPED,NORTH
ORD_9B562AEB,CUST_B698CC19,2023-05-21 16:21:58,DELIVERED,WEST
ORD_BCC0BCCE,,2022-07-06 09:41:56,DELIVERED,EAST
ORD_0EAFC715,CUST_2EA7A217,2026-07-17 05:26:15,DELIVERED,WEST
ORD_F529B035,CUST_8004EAAE,11-09-2025 05:44:36,DELIVERED,NORTH
ORD_D6A2B1E7,CUST_03F458E4,2022-11-20 08:56:40,DELIVERED,NORTH
ORD_A04E845E,CUST_B197D5A7,22-04-2024 17:07:23,SHIPPED,EAST
ORD_4E0C22C1,CUST_878098A6,2023-06-02 06:32:02,PLACED,WEST
ORD_746B9501,CUST_92417DEA,28-03-2024 06:25:02,SHIPPED,SOUTH
ORD_8760D0D0,CUST_63EC8F4F,08-08-2024 15:29:04,DELIVERED,WEST
ORD_EE3BD917,CUST_00785553,26-07-2023 05:10:53,SHIPPED,EAST
ORD_E1E3700D,CUST_EBE21B55,2024-03-11 05:04:42,DELIVERED,SOUTH
ORD_00E9CB6A,CUST_1F9C0F43,2023-03-20 22:02:57,DELIVERED,NORTH
ORD_E613A4F0,CUST_260C6D59,2026-01-07 21:57:06,DELIVERED,NORTH
ORD_A2DEE0F8,,2024-02-12 06:59:15,DELIVERED,NORTH
ORD_29110635,CUST_4AA52EC0,2022-01-30 10:52:12,PLACED,NORTH
ORD_39BE2B08,CUST_19150D45,2022-04-01 13:32:06,DELIVERED,SOUTH
ORD_11D0695B,CUST_742CF7AB,2024-03-20 13:07:14,DELIVERED,SOUTH
ORD_7CBB0C34,CUST_AF998BFE,2023-10-10 00:24:13,PLACED,EAST
ORD_46C4171E,,2023-03-24 13:19:49,RETURNED,NORTH
ORD_1FC9F7FD,CUST_131F16E8,2025-03-11 05:16:06,RETURNED,WEST
ORD_875403AB,CUST_1AA830FE,2025-07-25 22:20:54,PLACED,NORTH
ORD_B08BE45F,CUST_B224F60B,2024-11-12 20:47:14,DELIVERED,NORTH
ORD_65737FA4,,2026-04-04 03:19:15,DELIVERED,CENTRAL
ORD_D31E7DC9,CUST_D700CDB6,2024-02-07 15:18:12,DELIVERED,NORTH
ORD_09F54D59,CUST_5F8CB42D,2025-05-09 14:47:56,DELIVERED,NORTH
ORD_41A28C2E,CUST_A893D874,2024-04-29 20:52:18,DELIVERED,EAST
ORD_A6CDCEA0,CUST_B7F63AD3,2025-01-09 01:58:58,DELIVERED,SOUTH
ORD_CA8C192C,CUST_92417DEA,11-01-2023 14:40:00,DELIVERED,SOUTH
ORD_0FA4A9B9,CUST_9642A807,2022-10-17 06:08:05,DELIVERED,SOUTH
ORD_41FA4C35,CUST_A233A920,2024-05-22 23:29:19,SHIPPED,WEST
ORD_17F4DF3C,CUST_048A7409,2023-09-13 09:36:28,DELIVERED,WEST
ORD_1549C631,CUST_D700CDB6,2024-01-07 12:24:10,DELIVERED,CENTRAL
ORD_98B65107,CUST_D0885058,2026-08-06 15:01:48,CANCELLED,EAST
ORD_FC12FC3B,CUST_57E9F184,2026-01-28 05:16:24,DELIVERED,WEST
ORD_034525C2,CUST_A5F35577,2022-05-28 10:08:45,SHIPPED,SOUTH
ORD_D85B80E0,,2024-10-22 23:46:23,RETURNED,WEST
ORD_9FFA8BC1,CUST_AF4F0E82,2023-09-23 20:37:04,PLACED,NORTH
ORD_7D4C231C,CUST_86819F65,2022-11-29 06:48:27,DELIVERED,EAST
ORD_84231BDD,CUST_60047743,24-07-2025 22:23:44,DELIVERED,WEST
ORD_D2E7C180,CUST_FDAD4109,2022-03-12 11:40:45,DELIVERED,SOUTH
ORD_2FC24B81,CUST_78F3B3D6,2025-10-26 04:16:15,RETURNED,SOUTH
ORD_B4116A6A,CUST_9A974185,2022-07-09 20:45:58,DELIVERED,NORTH
ORD_4F2C5D44,CUST_3F88F70E,2024-05-16 05:53:27,DELIVERED,CENTRAL
ORD_F7B044CF,CUST_1A8C40FD,2026-02-12 13:48:56,CANCELLED,NORTH
ORD_619A6BA9,CUST_5CEC12C1,2023-12-07 04:17:47,DELIVERED,EAST
ORD_9E8861F4,CUST_13D6F082,30-07-2026 15:00:06,DELIVERED,CENTRAL
ORD_C609F1B5,CUST_FAC19336,2026-02-10 13:10:11,DELIVERED,SOUTH
ORD_D4C447D1,CUST_BE646022,2022-08-14 14:36:52,DELIVERED,SOUTH
ORD_3ABFFC2F,CUST_5EC33E03,2024-04-17 14:40:58,CANCELLED,SOUTH
ORD_7BFCB2A3,CUST_D700CDB6,2024-02-13 03:17:04,DELIVERED,WEST
ORD_24F722B5,CUST_EE1EFCD8,2022-07-26 00:03:17,PLACED,CENTRAL
ORD_CB090281,CUST_580D84C6,2024-12-05 00:24:38,RETURNED,EAST
ORD_59BFEA2F,CUST_2DF9D414,2023-11-22 19:27:21,CANCELLED,EAST
ORD_0BF27BA9,CUST_03F458E4,24-09-2025 12:24:39,DELIVERED,EAST
ORD_3DDC30C0,,2025-12-01 12:46:53,SHIPPED,CENTRAL
ORD_69ADE456,CUST_381336EA,2023-07-27 22:48:52,DELIVERED,WEST
ORD_0C340011,CUST_3DEBB4F0,2023-01-20 00:40:52,DELIVERED,NORTH
ORD_55FDB1C2,CUST_F9895248,2023-04-24 19:31:25,DELIVERED,EAST
ORD_216989DD,CUST_EBB6B8C9,2024-09-02 21:54:44,DELIVERED,EAST
ORD_50D0A859,CUST_581C29A1,2024-12-01 18:50:54,PLACED,WEST
ORD_255BDB68,CUST_C6F3690F,2025-10-10 17:55:29,DELIVERED,NORTH
ORD_E22FD7CB,CUST_0DA76F70,2023-05-09 07:13:10,DELIVERED,NORTH
ORD_D8D323DA,CUST_E083E926,2026-01-05 00:10:59,RETURNED,EAST
ORD_6DEE9AF9,CUST_5793EF3E,2025-09-25 15:57:42,SHIPPED,CENTRAL
ORD_B91242E4,CUST_7F38D0C6,2025-11-17 10:55:14,DELIVERED,CENTRAL
ORD_75CE5A58,CUST_9B008D39,2024-02-12 22:47:47,DELIVERED,CENTRAL
ORD_CA767015,CUST_624814FE,03-04-2023 08:07:18,PLACED,CENTRAL
ORD_3BDB3342,CUST_17524CEC,2022-08-26 18:23:08,RETURNED,CENTRAL
ORD_8E11EBC3,CUST_15C5D25A,2025-04-23 17:12:54,DELIVERED,EAST
ORD_6C7B7837,CUST_557F81BC,2025-05-17 18:14:06,DELIVERED,WEST
ORD_49528CD1,CUST_2AD77F4C,2023-08-31 07:31:43,DELIVERED,SOUTH
ORD_BCC28330,CUST_31CEC6B2,2023-09-25 16:44:07,CANCELLED,CENTRAL
ORD_4605D963,CUST_F8D4E6F8,2023-03-18 15:18:45,PLACED,EAST
ORD_4CE9C2F4,CUST_9C3E512D,2023-03-08 23:59:51,DELIVERED,SOUTH
ORD_C779ABF8,CUST_A2EA48A7,2023-09-05 21:58:54,PLACED,WEST
ORD_B919D02C,CUST_2710D2A7,2024-08-27 11:48:25,DELIVERED,EAST
ORD_7A685C44,CUST_CD13A7FC,2023-02-04 22:54:35,SHIPPED,CENTRAL
ORD_727FF5C6,CUST_CB007770,2025-12-24 09:29:41,SHIPPED,WEST
ORD_43284B36,CUST_2D19B663,2023-03-06 06:51:47,DELIVERED,EAST
ORD_655C877D,CUST_4122EB39,2026-05-28 04:24:27,SHIPPED,NORTH
ORD_EDF39365,CUST_FBD15BD6,2024-08-28 05:03:07,DELIVERED,CENTRAL
ORD_1C57FE97,CUST_722AB1A6,08-07-2025 23:25:15,DELIVERED,WEST
ORD_5BA2B269,CUST_B19FD460,2022-12-20 20:47:24,RETURNED,NORTH
ORD_3DD8E2A3,CUST_1C529F93,2025-08-24 12:17:40,DELIVERED,NORTH
ORD_66A96CF3,CUST_733B8097,2024-09-28 20:42:58,PLACED,CENTRAL
ORD_91D7A349,CUST_5CEC12C1,2025-11-21 23:06:50,DELIVERED,WEST
ORD_D0A55039,CUST_D5C2C94D,2022-07-23 10:04:45,DELIVERED,SOUTH
ORD_E638977C,CUST_8BDF9F80,2022-02-10 12:35:52,CANCELLED,WEST
ORD_8B6DCFD5,CUST_45273BEC,2025-04-12 17:45:52,SHIPPED,SOUTH
ORD_AC65A22E,CUST_3411728D,2025-05-11 22:11:00,CANCELLED,NORTH
ORD_498F2DD2,CUST_3CD7C44D,2023-02-27 20:10:05,CANCELLED,NORTH
ORD_B12E3556,CUST_899C4BD1,2024-11-02 09:23:34,RETURNED,NORTH
ORD_F478E652,CUST_80F5C91E,2024-11-29 09:42:34,DELIVERED,EAST
ORD_86AD328E,CUST_260C6D59,2023-12-23 19:34:32,PLACED,NORTH
ORD_2A233E56,,2022-10-18 09:54:53,SHIPPED,CENTRAL
ORD_E6AF0800,CUST_150FA23B,2023-07-23 04:46:39,DELIVERED,EAST
